# t,Y_t
0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000021e-02,9.944401370479963864e-01
2.000000000000000042e-02,1.003453946336041236e+00
2.999999999999999889e-02,9.874967370492311325e-01
4.000000000000000083e-02,9.782881832564037650e-01
5.000000000000000278e-02,9.967870899537761842e-01
5.999999999999999778e-02,9.927530951115974833e-01
7.000000000000000666e-02,1.022417463441209540e+00
8.000000000000000167e-02,9.877762045397666668e-01
8.999999999999999667e-02,9.927208307822468214e-01
1.000000000000000056e-01,1.022225495699179865e+00
1.100000000000000006e-01,1.001492732248046469e+00
1.199999999999999956e-01,1.013560150605522736e+00
1.300000000000000044e-01,1.042615502037403497e+00
1.400000000000000133e-01,1.075346678679958368e+00
1.499999999999999944e-01,1.070070794259475822e+00
1.600000000000000033e-01,1.033262061125452380e+00
1.700000000000000122e-01,1.010551095753875916e+00
1.799999999999999933e-01,9.955540265930036270e-01
1.900000000000000022e-01,9.805052723032311457e-01
2.000000000000000111e-01,9.934636549909611203e-01
2.099999999999999922e-01,1.014729512065090322e+00
2.200000000000000011e-01,1.020850378599580610e+00
2.300000000000000100e-01,1.035560831393485870e+00
2.399999999999999911e-01,1.055898691533498912e+00
2.500000000000000000e-01,1.044762410826460819e+00
2.600000000000000089e-01,1.055992712018446689e+00
2.700000000000000178e-01,1.098376031516805629e+00
2.800000000000000266e-01,1.085700754165146886e+00
2.899999999999999800e-01,1.099088600117108738e+00
2.999999999999999889e-01,1.133745044646364830e+00
3.099999999999999978e-01,1.127130584494550058e+00
3.200000000000000067e-01,1.101779614110605543e+00
3.300000000000000155e-01,1.100696604786769672e+00
3.400000000000000244e-01,1.078033703276294553e+00
3.500000000000000333e-01,1.082691476022244803e+00
3.599999999999999867e-01,1.100453024950919234e+00
3.699999999999999956e-01,1.110253052659868400e+00
3.800000000000000044e-01,1.140131185077294163e+00
3.900000000000000133e-01,1.141282006551841643e+00
4.000000000000000222e-01,1.179330913102421441e+00
4.100000000000000311e-01,1.188680606434965537e+00
4.199999999999999845e-01,1.175578039276019338e+00
4.299999999999999933e-01,1.154230577965925209e+00
4.400000000000000022e-01,1.196422356953667610e+00
4.500000000000000111e-01,1.181054237490803960e+00
4.600000000000000200e-01,1.186150560519100727e+00
4.700000000000000289e-01,1.209048635171258601e+00
4.799999999999999822e-01,1.233479971666831210e+00
4.899999999999999911e-01,1.250395469955938532e+00
5.000000000000000000e-01,1.252978135749198474e+00
5.100000000000000089e-01,1.245144515258359341e+00
5.200000000000000178e-01,1.247197146241235011e+00
5.300000000000000266e-01,1.243975742217555469e+00
5.400000000000000355e-01,1.252706015966865927e+00
5.500000000000000444e-01,1.250098535504157837e+00
5.600000000000000533e-01,1.277377350107959941e+00
5.700000000000000622e-01,1.257959796283971921e+00
5.799999999999999600e-01,1.233263215055153905e+00
5.899999999999999689e-01,1.246324947470338174e+00
5.999999999999999778e-01,1.202379913604226136e+00
6.099999999999999867e-01,1.225569837956360875e+00
6.199999999999999956e-01,1.195826729331989524e+00
6.300000000000000044e-01,1.222559653739488938e+00
6.400000000000000133e-01,1.225268446985614545e+00
6.500000000000000222e-01,1.212816389932749539e+00
6.600000000000000311e-01,1.205618598730996860e+00
6.700000000000000400e-01,1.184310417676560423e+00
6.800000000000000488e-01,1.170144461947019154e+00
6.900000000000000577e-01,1.142689081863524247e+00
7.000000000000000666e-01,1.135473801385208148e+00
7.099999999999999645e-01,1.151160659264208519e+00
7.199999999999999734e-01,1.147610916478536858e+00
7.299999999999999822e-01,1.166476785994637444e+00
7.399999999999999911e-01,1.148778249386848360e+00
7.500000000000000000e-01,1.175717260967273692e+00
7.600000000000000089e-01,1.163465770262822163e+00
7.700000000000000178e-01,1.130859425436484544e+00
7.800000000000000266e-01,1.151208361114667511e+00
7.900000000000000355e-01,1.125172487735047966e+00
8.000000000000000444e-01,1.177463752930665297e+00
8.100000000000000533e-01,1.196128473182834995e+00
8.200000000000000622e-01,1.192326177141979304e+00
8.300000000000000711e-01,1.181251633906091669e+00
8.399999999999999689e-01,1.181134446785741865e+00
8.499999999999999778e-01,1.161413560542902124e+00
8.599999999999999867e-01,1.126722850719800828e+00
8.699999999999999956e-01,1.142672556013412111e+00
8.800000000000000044e-01,1.112812590870661866e+00
8.900000000000000133e-01,1.088630006933057670e+00
9.000000000000000222e-01,1.102819738818307194e+00
9.100000000000000311e-01,1.080243273612398580e+00
9.200000000000000400e-01,1.078341564430777888e+00
9.300000000000000488e-01,1.073426196248202569e+00
9.400000000000000577e-01,1.039916906910372418e+00
9.500000000000000666e-01,1.022732227184750320e+00
9.599999999999999645e-01,1.035706650316357891e+00
9.699999999999999734e-01,9.772909945070592519e-01
9.799999999999999822e-01,9.861716367087655088e-01
9.899999999999999911e-01,9.648464524142690291e-01
1.000000000000000000e+00,9.574207878157784402e-01
